Security,headline,pub_date,Source
"Facebook, Inc.","Instagram, which is owned by Facebook, rolled out a new product that lets people create 15-second videos and share them.",2020-08-05T15:01:01+0000,New York Time
"Facebook, Inc.",The call from 20 state officials adds to the rising pressure facing Mark Zuckerberg and his company.,2020-08-05T18:06:12+0000,New York Time
"Facebook, Inc.","Major advertisers on Facebook reduced their spending by millions of dollars in July, but not enough to significantly damage the platform’s revenue.",2020-08-01T20:03:59+0000,New York Time
"Facebook, Inc.",Researchers at the University of Chicago want you to be able to post selfies without worrying that the next Clearview AI will use them to identify you.,2020-08-03T09:00:20+0000,New York Time
"Facebook, Inc.","The founder of ByteDance, Zhang Yiming, dreamed of building a global tech company based in China. Then the geopolitical reality set in.",2020-08-03T13:00:32+0000,New York Time
"Facebook, Inc.",We should minimize how much we share with all of our favorite and not-so-favorite apps. Here’s how.,2020-08-26T13:00:12+0000,New York Time
"Facebook, Inc.",Authorities are investigating how Google will use health and wellness data collected from Fitbit’s fitness tracking devices.,2020-08-04T16:33:07+0000,New York Time
"Facebook, Inc.","Amazon said it was rebranding Twitch Prime, in another attempt to crack the video game market after a big-budget game effort failed.",2020-08-10T15:58:51+0000,New York Time
"Facebook, Inc.","The additional space and workers, envisioned before the pandemic, are a sign of how large tech companies continue to prosper.",2020-08-18T21:52:38+0000,New York Time
"Facebook, Inc.",App makers like the game company Epic and the music service Spotify are challenging Apple’s right to a large cut of their sales. Regulators have taken notice.,2020-08-14T22:21:37+0000,New York Time
"Facebook, Inc.","Apple is the first U.S. company to hit that value, a staggering ascent that began in the pandemic.",2020-08-19T14:55:21+0000,New York Time
"Facebook, Inc.",The iPhone maker is the first U.S. company to hit a $2 trillion valuation. How high can it go?,2020-08-20T11:39:44+0000,New York Time
"Facebook, Inc.","He embodied the impolite era of the media mogul, a time before streaming, when movie theaters and cable TV were all the rage.",2020-08-12T16:57:23+0000,New York Time
"Facebook, Inc.","Epic Games, the maker of the popular game, provoked the tech giants by violating their policies, then released a social media campaign and lawsuits to confront them.",2020-08-13T19:48:17+0000,New York Time
"Facebook, Inc.","Joe Sullivan, who led Uber’s security team through the company’s most tumultuous period, was fired by the company’s newly installed chief executive in 2017.",2020-08-20T18:41:28+0000,New York Time
"Facebook, Inc.","Tim Sweeney, chief executive of Epic Games, the maker of Fortnite, has railed against tech power. “The market is out of control,” he said.",2020-08-25T07:00:12+0000,New York Time
"Facebook, Inc.","As Amazon signals its growth in India with its office in Hyderabad, its largest in the world, local business owners are pushing back.",2020-08-25T13:00:13+0000,New York Time
"Facebook, Inc.",A new suitor emerges for TikTok and the White House imposes more restrictions on Huawei. The net effect of such moves could be a fracturing of the web.,2020-08-18T11:22:09+0000,New York Time
"Facebook, Inc.",A quick spin through the markets.,2020-08-13T12:11:47+0000,New York Time
"Facebook, Inc.","Special purpose acquisition companies, or SPACs, are helping them and other fledgling companies raise money and gain coveted stock listings.",2020-08-23T09:00:13+0000,New York Time
"Facebook, Inc.",The former Trump adviser was charged with defrauding investors in a private project to build a border wall. He’s not the only big name associated with it.,2020-08-21T11:24:54+0000,New York Time
"Facebook, Inc.",The fast-food giant’s suit against its former C.E.O. may prompt other companies to review their pay and severance policies.,2020-08-11T12:06:51+0000,New York Time
"Facebook, Inc.","SPACs are just getting started, according to major players on Wall Street.",2020-08-25T10:47:52+0000,New York Time
Federal Realty Investment Trust,"Inovio, a Pennsylvania biotech company, has spent years claiming to be on the cusp of important vaccines. It has never brought one to market.",2020-08-09T11:00:13+0000,New York Time
FedEx Corporation,"With deliveries surging during the pandemic, carriers like UPS and FedEx and companies like Amazon are renewing their push toward electric vehicles.",2020-08-27T10:00:09+0000,New York Time
First Republic Bank,Affordable homes can be hard to buy because lenders don’t make much money on small loans. But programs to encourage homeownership can help buyers build wealth.,2020-08-02T20:30:49+0000,New York Time
First Republic Bank,"He’s one of the most influential journalists of the last three decades, but he’s shadowed by a 1994 magazine cover story that claimed to show a link between race and I.Q.",2020-08-31T01:30:08+0000,New York Time
Fiserv Inc,The former Trump adviser was charged with defrauding investors in a private project to build a border wall. He’s not the only big name associated with it.,2020-08-21T11:24:54+0000,New York Time
FLIR Systems,"Two of them accused Condé Nast, the magazine’s parent company, of offering lower pay than what their white colleagues earned for video work.",2020-08-06T17:03:04+0000,New York Time
FLIR Systems,"The California pension fund’s board is searching for a successor to Ben Meng, while another state body investigates conflict-of-interest allegations.",2020-08-18T01:09:39+0000,New York Time
FLIR Systems,"New state claims fell below one million for the first week since March. But jobless ranks remain vast, and a White House relief plan faces hurdles.",2020-08-13T23:00:23+0000,New York Time
FLIR Systems,"We may not know the results for days, and maybe weeks. So it’s time to rethink “election night.”",2020-08-02T22:00:08+0000,New York Time
FLIR Systems,"Tim Sweeney, chief executive of Epic Games, the maker of Fortnite, has railed against tech power. “The market is out of control,” he said.",2020-08-25T07:00:12+0000,New York Time
FLIR Systems,"Current and former workers at Carta, a hot Silicon Valley fintech company, said they were belittled, excluded and punished if they spoke up.",2020-08-30T09:00:12+0000,New York Time
FLIR Systems,"Epic Games, the maker of the popular game, provoked the tech giants by violating their policies, then released a social media campaign and lawsuits to confront them.",2020-08-13T19:48:17+0000,New York Time
FLIR Systems,The government could revive an idea to make it mandatory for large companies to report their pay gaps by ethnicity.,2020-08-26T09:00:20+0000,New York Time
FLIR Systems,"Dawn Davis, who will become one of the few Black top editors in Condé Nast’s history, will oversee a brand where many workers have complained of discrimination.",2020-08-27T17:00:08+0000,New York Time
FMC Corporation,"The nation’s major multiplex chains are selling tickets again, and they have announced uniform health protocols to make patrons feel safer.",2020-08-21T21:23:24+0000,New York Time
Ford Motor Company,"Jim Hackett, who failed to impress Wall Street, will be replaced by James Farley, an auto industry veteran who started his career at Toyota.",2020-08-04T14:02:20+0000,New York Time
Ford Motor Company,"Banks have tightened standards, becoming more choosy about their borrowers and asking a lot of questions.",2020-08-04T15:29:25+0000,New York Time
Ford Motor Company,"Ford Motor said its chief executive, Jim Hackett, will retire on Oct. 1, ending a three-year run in which the automaker has worked with mixed results to streamline its operations and focus its business on electric cars, trucks and sport-utility vehicles.",2020-08-04T13:13:03+0000,New York Time
Ford Motor Company,"Special purpose acquisition companies, or SPACs, are helping them and other fledgling companies raise money and gain coveted stock listings.",2020-08-23T09:00:13+0000,New York Time
Ford Motor Company,"With deliveries surging during the pandemic, carriers like UPS and FedEx and companies like Amazon are renewing their push toward electric vehicles.",2020-08-27T10:00:09+0000,New York Time
Ford Motor Company,"Today, they’re wired and heated, laden with controls. Soon, they could be reserved only for classic cars.",2020-08-20T10:00:06+0000,New York Time
